branch,college_tier,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
IT,Tier-3,9.11,0,5.1,4.1,43.4,4.1,4.2,3.4,1,3,2,2,0,2,1,17.42
CSE,Tier-3,8.36,0,7.3,2.9,63.5,8.4,0.0,5.0,2,4,1,1,2,1,1,16.5
ME,Tier-3,7.04,1,3.9,6.4,55.7,5.5,3.3,4.9,2,1,2,2,0,1,1,14.54
CE,Tier-2,7.38,1,7.5,6.1,56.0,6.5,3.6,2.0,1,4,4,0,2,0,1,16.45
EE,Tier-3,6.22,1,7.6,5.6,61.2,6.7,2.1,4.1,0,2,3,0,0,1,1,15.03
ECE,Tier-3,6.13,0,6.2,6.8,80.3,6.9,3.4,0.4,2,2,1,0,0,2,1,15.39
EE,Tier-3,6.88,0,4.3,4.8,75.5,5.8,5.9,4.9,1,2,0,0,0,1,1,15.69
CE,Tier-3,7.08,0,7.2,7.8,70.2,5.5,0.0,3.5,0,0,1,2,0,2,0,
CE,Tier-3,7.85,0,4.6,4.6,52.8,7.5,4.7,6.5,0,1,0,3,0,0,0,
EE,Tier-3,7.22,0,7.4,7.0,60.5,4.9,3.4,7.7,3,1,0,0,0,1,1,21.02
CE,Tier-3,7.39,0,4.9,3.4,58.0,5.0,6.0,5.6,2,3,1,0,0,1,1,14.88
CSE,Tier-2,8.07,2,2.7,5.1,66.0,4.0,3.9,6.2,2,2,0,1,0,0,1,20.36
IT,Tier-1,7.94,0,4.3,2.8,44.5,5.1,6.0,3.8,0,1,3,2,0,1,1,16.19
CSE,Tier-2,6.83,1,4.5,4.4,53.0,6.4,7.3,4.6,2,4,0,0,1,1,0,
IT,Tier-2,7.94,0,5.3,4.5,65.3,8.1,5.5,7.4,1,3,1,1,0,2,1,18.65
CSE,Tier-3,7.37,0,8.5,6.4,65.6,7.8,4.6,9.2,2,0,1,0,1,1,1,23.18
EE,Tier-2,8.35,1,4.5,6.3,69.4,4.1,2.0,4.1,1,4,2,0,0,1,1,17.39
IT,Tier-3,6.27,0,5.4,6.5,50.2,2.1,7.0,6.0,0,2,3,0,0,0,0,
CSE,Tier-3,8.48,0,6.8,7.2,72.7,7.6,3.6,3.0,0,5,2,0,1,2,1,15.81
Chemical,Tier-3,6.66,0,6.4,4.9,58.2,4.5,3.9,2.2,2,5,1,0,0,2,0,
CSE,Tier-2,6.63,0,6.4,5.9,54.7,3.4,4.5,3.6,1,1,0,1,2,1,0,
CSE,Tier-2,7.74,0,9.1,3.1,61.4,7.6,7.2,5.0,1,3,0,0,0,1,0,
IT,Tier-2,8.37,0,6.1,8.4,63.1,8.3,1.6,5.5,1,4,3,0,0,3,1,18.94
EE,Tier-1,6.86,3,5.0,6.8,52.9,6.7,7.6,4.7,3,3,2,2,2,0,1,21.68
CSE,Tier-2,7.77,1,7.0,4.0,59.3,5.6,6.7,1.8,1,3,1,0,0,2,1,18.47
Chemical,Tier-3,6.48,1,4.6,7.0,73.3,3.2,4.0,0.2,1,2,2,0,1,0,1,15.7
EE,Tier-3,7.18,0,8.0,3.2,64.8,5.7,1.6,4.3,0,4,1,0,0,0,1,15.87
CSE,Tier-3,8.41,2,7.1,4.3,59.6,7.3,2.5,2.5,3,1,1,1,1,0,1,19.0
IT,Tier-2,6.38,2,6.5,7.1,69.5,7.1,5.1,5.9,1,3,1,2,0,3,0,
ME,Tier-2,6.76,0,5.9,4.2,71.1,6.2,9.2,0.6,1,3,1,0,2,1,1,16.56
ECE,Tier-1,7.99,0,4.9,5.0,82.7,5.7,7.6,5.1,0,0,3,0,2,1,1,19.72
IT,Tier-3,7.34,0,6.8,6.0,43.0,4.8,9.6,5.6,0,4,3,1,1,1,0,
EE,Tier-1,9.46,3,3.1,5.1,71.8,4.3,3.3,4.2,1,3,0,0,0,2,1,19.19
EE,Tier-1,7.07,0,8.2,5.3,68.3,4.9,1.3,3.9,1,1,3,0,0,2,1,19.69
IT,Tier-2,8.14,0,5.3,3.5,77.3,6.6,3.5,3.7,1,2,1,0,2,0,1,16.55
IT,Tier-2,9.09,0,8.7,3.3,61.2,8.0,6.5,2.1,1,0,0,2,0,0,1,20.09
CSE,Tier-2,7.45,0,6.6,5.3,72.0,5.6,4.5,2.5,0,1,1,1,0,0,1,13.78
IT,Tier-1,7.47,0,3.8,4.5,62.6,9.5,7.1,4.2,1,2,1,0,0,0,1,17.67
ECE,Tier-1,7.26,1,5.4,1.6,60.8,7.0,3.7,5.7,2,2,1,0,1,2,0,
ME,Tier-1,7.08,0,5.8,3.8,51.6,6.1,3.8,3.8,2,3,2,0,0,3,0,
Chemical,Tier-1,7.16,2,4.3,5.6,59.9,4.9,5.3,5.3,2,2,1,0,0,0,0,
IT,Tier-2,9.35,3,4.2,6.6,56.3,7.6,1.9,2.3,1,2,2,1,0,2,1,17.46
ECE,Tier-2,8.24,0,5.7,6.5,72.1,5.6,4.3,6.7,1,2,0,1,1,1,0,
EE,Tier-2,6.77,0,5.3,2.1,56.9,6.6,2.7,5.6,0,3,0,0,1,1,0,
CE,Tier-1,7.77,0,10.0,3.2,49.8,4.1,2.9,1.9,0,2,2,1,0,0,1,18.74
CSE,Tier-3,7.0,0,5.7,3.0,53.1,5.3,5.7,5.9,0,2,3,0,0,3,1,16.81
IT,Tier-3,6.88,0,8.1,8.5,65.4,6.1,3.1,5.0,1,2,0,1,0,1,0,
IT,Tier-3,7.91,0,5.2,6.7,69.4,5.7,3.2,4.6,2,3,0,1,0,1,1,18.72
IT,Tier-2,7.3,0,3.4,4.3,79.8,6.5,2.9,4.6,2,3,0,3,1,2,0,
CE,Tier-3,6.41,0,5.7,6.7,60.2,5.2,4.6,5.3,0,3,1,2,0,1,1,16.92
CSE,Tier-2,8.75,0,7.2,7.3,62.7,7.4,4.5,5.2,3,3,1,1,0,0,1,22.88
IT,Tier-3,6.7,3,5.4,7.1,64.7,4.4,8.4,5.8,0,2,2,1,1,2,0,
ECE,Tier-3,6.89,1,6.5,4.4,66.7,7.5,4.9,2.4,1,1,1,0,0,0,1,16.79
CSE,Tier-3,7.11,1,5.1,1.0,40.3,4.8,4.2,5.9,1,2,1,1,0,2,0,
Chemical,Tier-2,7.48,0,3.9,4.2,65.9,7.2,7.8,2.5,1,2,0,1,0,1,0,
IT,Tier-3,6.41,0,7.2,4.9,67.1,7.8,3.6,0.9,1,0,1,0,2,3,1,14.75
EE,Tier-3,6.85,2,7.1,3.1,58.2,2.6,0.0,5.3,1,2,3,1,0,0,0,
CSE,Tier-1,8.6,0,7.9,6.2,57.9,6.4,4.2,1.7,0,2,1,1,0,1,1,17.87
CSE,Tier-2,8.08,0,6.6,5.0,51.7,3.8,3.3,2.7,2,1,0,0,0,3,1,17.29
ME,Tier-2,5.55,0,6.8,8.5,73.5,6.2,3.7,5.4,0,0,1,1,1,1,1,16.4
EE,Tier-2,5.86,0,6.0,4.4,60.9,4.1,3.2,5.0,1,0,1,1,0,0,1,14.75
EE,Tier-3,6.14,0,7.2,4.5,67.3,6.2,4.6,3.6,2,0,0,1,1,3,1,15.4
IT,Tier-2,5.64,2,6.6,5.4,71.4,7.1,6.4,3.8,1,3,2,0,1,3,1,14.72
CE,Tier-3,5.83,0,8.2,3.8,59.6,7.7,4.0,2.3,0,4,2,1,1,0,0,
EE,Tier-3,7.29,1,6.1,4.9,59.4,6.2,5.6,4.1,1,2,2,2,0,2,1,18.04
IT,Tier-3,5.96,1,6.9,8.3,41.9,5.2,7.2,0.6,0,2,4,0,0,0,1,16.92
EE,Tier-2,7.66,0,5.8,5.1,50.5,5.4,6.9,2.9,0,3,4,2,0,0,1,15.74
Chemical,Tier-3,7.21,3,5.2,6.9,62.8,6.4,3.7,3.8,1,2,0,0,1,2,0,
IT,Tier-2,6.09,0,6.7,7.0,71.1,5.0,7.2,4.3,1,4,3,0,0,0,1,18.71
CSE,Tier-3,7.55,1,6.0,6.2,61.5,6.2,0.4,3.1,2,4,2,2,0,2,1,17.96
Chemical,Tier-3,6.04,0,5.8,6.0,69.8,3.5,4.9,3.4,0,4,2,0,0,2,1,13.66
CSE,Tier-2,8.09,0,4.7,6.2,70.1,5.6,4.9,4.7,3,4,0,0,1,3,1,18.74
Chemical,Tier-2,7.49,0,4.8,3.7,33.3,8.8,7.2,4.5,3,0,4,1,0,0,1,19.83
EE,Tier-2,7.71,2,8.2,5.2,68.4,6.7,5.4,7.0,1,4,0,0,0,1,1,20.34
EE,Tier-3,6.9,0,7.0,5.3,52.3,4.7,5.9,5.2,2,0,0,1,0,0,0,
ECE,Tier-3,7.48,0,4.8,3.1,73.0,6.1,10.0,2.6,0,1,0,2,1,1,1,14.34
CSE,Tier-2,6.64,0,6.1,6.4,79.4,6.4,6.2,3.8,1,3,2,1,0,2,1,18.17
CSE,Tier-3,7.37,1,9.0,3.8,76.6,7.7,2.9,6.8,1,4,1,0,0,1,1,18.63
IT,Tier-3,8.27,1,4.0,4.1,68.4,3.1,6.2,5.3,1,3,3,0,0,2,1,14.06
ME,Tier-3,6.83,0,7.4,3.0,77.7,5.2,5.4,3.9,1,2,2,1,0,0,0,
CE,Tier-2,7.3,0,5.7,6.5,87.5,5.7,7.2,2.7,0,4,3,2,2,0,1,16.54
Chemical,Tier-2,6.77,0,6.6,3.3,66.9,5.3,7.3,6.7,1,2,0,1,1,3,1,18.66
ECE,Tier-3,8.28,2,5.3,4.7,86.4,6.6,7.2,3.0,1,0,1,0,1,0,0,
IT,Tier-2,5.85,1,8.9,5.7,43.1,4.0,6.5,6.3,0,2,2,1,0,0,1,16.01
ME,Tier-3,6.51,0,7.9,7.6,78.2,5.5,4.7,3.2,2,4,1,2,1,0,1,18.52
CSE,Tier-2,8.83,0,3.0,6.3,65.8,6.6,5.4,3.8,0,1,0,2,0,0,1,14.72
IT,Tier-3,8.07,0,2.9,9.3,46.8,6.0,0.0,3.4,2,0,0,0,2,2,0,
EE,Tier-2,7.33,0,5.7,3.0,73.4,7.3,4.3,5.0,3,3,1,0,0,0,1,20.59
CSE,Tier-3,5.88,0,6.6,1.8,60.6,5.3,8.4,4.3,0,2,2,1,0,0,0,
CE,Tier-2,8.33,0,10.0,6.2,69.2,5.8,3.9,7.5,1,5,1,0,0,1,1,21.95
IT,Tier-3,6.84,0,4.9,6.9,65.2,8.4,4.1,6.9,1,3,2,0,0,2,1,17.31
CSE,Tier-3,7.52,1,5.0,4.7,72.2,7.4,5.7,4.7,0,2,2,1,0,1,1,13.12
ME,Tier-1,8.94,0,7.0,7.0,58.6,6.1,4.4,3.6,1,0,2,0,1,1,1,19.87
IT,Tier-2,8.67,0,6.1,5.8,51.6,6.1,4.3,6.0,1,2,0,0,2,2,0,
IT,Tier-2,7.64,1,7.7,5.9,49.4,7.1,2.9,3.6,3,2,1,1,0,2,1,22.27
IT,Tier-3,6.82,0,8.8,5.0,66.4,3.8,5.2,0.1,2,0,1,0,0,2,0,
ECE,Tier-2,8.13,0,7.6,1.1,43.4,2.9,4.9,2.8,3,1,0,2,0,0,0,
ME,Tier-2,6.49,3,6.8,3.6,61.7,7.7,2.1,5.1,0,2,2,0,0,2,1,11.03
IT,Tier-3,5.57,0,5.7,3.2,64.3,5.3,1.5,5.9,2,2,0,1,0,1,1,15.4
CSE,Tier-1,8.69,0,6.1,3.2,52.8,5.5,4.7,3.4,2,2,4,0,2,1,1,19.33
CE,Tier-2,7.72,1,8.8,5.6,47.6,6.6,4.5,4.6,1,4,2,1,0,2,1,16.73
EE,Tier-3,5.83,0,4.4,4.4,52.9,5.0,3.6,3.7,2,0,1,1,2,2,0,
IT,Tier-1,6.97,0,4.6,5.0,75.5,7.4,1.8,2.9,1,2,1,0,0,1,1,16.06
CSE,Tier-2,6.48,0,4.2,4.0,63.1,6.7,5.9,3.3,2,3,1,1,0,2,1,17.38
ECE,Tier-2,8.17,0,4.7,4.4,65.6,7.0,8.5,1.7,0,3,2,0,0,1,1,15.72
CE,Tier-2,7.57,0,5.9,7.1,78.1,6.1,5.8,7.4,0,2,0,2,0,1,1,18.67
EE,Tier-2,8.91,0,5.9,2.7,80.8,7.2,2.4,1.3,3,3,3,2,1,1,1,16.77
EE,Tier-2,9.02,0,5.3,5.9,68.9,5.3,5.1,4.7,1,2,1,3,0,0,1,19.74
ECE,Tier-3,8.78,1,6.5,4.3,74.9,5.7,3.8,3.4,1,1,2,0,0,2,0,
CSE,Tier-2,8.43,1,4.4,7.0,82.5,8.0,3.8,2.7,3,2,1,2,2,1,1,19.08
EE,Tier-3,7.78,0,7.6,2.9,59.6,4.4,7.2,0.0,0,4,3,0,0,0,0,
Chemical,Tier-2,8.04,2,8.1,2.9,55.4,7.6,5.7,3.5,3,2,0,0,2,2,1,18.46
IT,Tier-1,7.94,0,7.2,7.3,83.5,5.9,3.1,5.5,1,2,0,0,0,0,1,20.78
EE,Tier-3,8.06,0,3.1,5.1,51.7,4.8,1.2,4.1,3,4,2,2,0,1,1,16.89
Chemical,Tier-3,7.64,2,4.3,5.3,55.9,8.2,2.0,6.1,1,3,3,0,1,0,0,
ME,Tier-2,7.64,0,6.7,5.9,54.1,7.0,4.8,5.6,3,1,1,0,0,2,1,21.42
CE,Tier-2,7.2,1,6.4,6.7,67.4,6.3,2.7,4.5,0,1,0,0,0,2,1,15.8
CSE,Tier-2,6.34,3,7.7,4.1,58.3,6.0,5.6,5.3,1,2,1,1,2,1,1,13.41
Chemical,Tier-3,7.64,2,5.4,5.0,73.9,6.1,4.6,6.3,1,1,2,1,0,2,1,17.33
CE,Tier-1,6.87,0,8.0,7.7,77.4,3.7,3.6,1.7,2,0,2,0,0,0,1,20.49
ECE,Tier-3,6.37,1,7.5,6.1,72.6,4.2,3.9,1.6,2,1,1,2,2,1,1,16.24
CSE,Tier-2,6.06,2,4.6,5.5,40.8,6.7,6.0,3.4,1,2,1,3,1,1,0,
ECE,Tier-2,7.15,0,2.9,5.6,74.7,6.9,6.9,2.5,1,1,1,0,2,1,1,17.86
CSE,Tier-3,6.79,0,6.9,5.9,37.3,6.6,3.6,4.3,2,1,1,0,1,2,1,19.63
ECE,Tier-2,7.19,2,8.5,4.2,60.5,7.4,5.9,3.8,1,4,3,1,0,1,1,17.54
Chemical,Tier-3,5.6,1,4.3,4.1,61.6,5.6,4.0,2.8,1,2,3,1,0,2,0,
CSE,Tier-2,8.41,0,7.3,4.5,68.0,10.0,5.1,2.4,0,3,1,1,0,1,1,17.76
CE,Tier-3,6.23,0,7.4,10.0,60.9,5.3,5.9,4.8,0,2,0,2,1,2,1,18.97
CSE,Tier-1,5.75,3,6.1,3.9,53.4,4.4,0.1,5.1,0,2,2,0,0,2,0,
IT,Tier-2,7.01,1,8.0,5.6,36.5,8.7,7.8,2.7,0,3,1,0,0,0,0,
CE,Tier-3,7.33,0,7.3,4.4,40.5,7.7,2.8,4.6,1,1,1,1,0,1,0,
CSE,Tier-3,7.3,0,7.9,6.2,65.2,8.8,5.1,2.9,2,2,1,3,0,0,0,
IT,Tier-1,7.73,0,5.5,6.4,57.7,6.1,6.4,6.2,3,3,0,0,0,1,1,25.66
IT,Tier-3,6.88,0,5.0,5.8,59.0,7.0,2.8,2.7,0,0,1,0,2,3,0,
Chemical,Tier-2,6.69,0,4.9,5.0,62.4,4.9,4.0,3.1,1,2,1,2,0,1,0,
CSE,Tier-2,7.97,0,8.9,4.5,57.4,7.3,0.9,3.4,1,3,2,2,1,0,1,18.06
ME,Tier-1,9.74,0,8.1,7.5,52.3,5.0,6.2,2.7,1,2,1,3,0,3,1,21.06
Chemical,Tier-1,7.7,0,5.6,9.6,54.0,7.7,0.3,2.5,1,1,1,2,1,0,1,19.83
IT,Tier-2,6.59,0,7.7,5.0,73.2,4.4,3.8,1.9,1,2,0,1,0,0,0,
IT,Tier-2,8.41,2,6.4,5.6,81.1,7.2,4.4,2.2,2,2,1,3,0,0,1,16.68
EE,Tier-3,6.09,0,7.0,8.2,68.7,6.2,7.8,2.7,1,2,0,2,1,0,1,20.78
EE,Tier-3,5.14,3,8.6,3.8,58.0,6.5,7.4,6.7,1,1,4,0,1,1,0,
IT,Tier-2,9.0,0,7.2,1.9,69.1,7.0,4.4,7.2,0,4,1,1,0,2,1,17.19
CSE,Tier-3,7.27,0,4.1,9.1,65.9,5.7,5.2,5.9,0,5,2,2,0,0,0,
EE,Tier-2,8.72,0,7.5,3.6,67.4,6.0,5.6,2.4,2,2,3,1,2,1,0,
IT,Tier-2,7.11,1,3.6,4.1,46.1,6.5,7.2,2.2,3,2,0,0,1,1,0,
CSE,Tier-3,6.99,0,7.8,2.5,77.3,4.1,6.1,3.7,0,1,2,0,0,2,1,14.95
ECE,Tier-3,7.68,0,9.1,6.6,55.5,5.4,4.8,3.0,2,2,1,0,0,2,0,
ECE,Tier-1,8.0,0,4.6,5.5,62.8,5.8,3.7,5.1,0,3,2,0,1,2,1,19.23
IT,Tier-3,6.08,0,5.3,7.8,70.6,6.2,4.6,6.4,0,4,2,3,0,0,1,16.87
IT,Tier-3,6.2,0,3.6,5.6,42.1,5.2,2.2,7.0,0,4,2,0,1,1,1,14.36
EE,Tier-3,7.31,3,5.7,5.3,57.7,7.2,3.0,3.2,0,1,1,1,0,0,1,14.89
IT,Tier-2,7.99,0,7.2,4.9,74.6,5.2,3.6,7.7,2,5,3,1,0,0,1,19.91
ME,Tier-3,6.01,2,7.6,5.1,54.3,5.0,5.7,2.2,1,3,1,0,0,2,1,15.48
IT,Tier-2,7.04,1,5.3,5.2,64.0,3.9,6.8,6.4,0,5,2,2,0,0,1,14.66
CSE,Tier-3,6.33,0,6.7,7.3,65.2,3.6,5.3,3.6,0,1,1,1,1,2,1,13.3
EE,Tier-2,6.16,0,6.2,5.9,64.2,7.2,4.1,6.0,2,2,1,1,0,2,1,18.03
CSE,Tier-2,7.35,0,5.9,5.5,64.7,6.1,5.3,4.8,1,2,2,0,2,0,1,17.06
CSE,Tier-2,6.62,0,5.1,4.9,76.2,7.1,8.3,2.7,2,2,1,1,0,2,1,17.58
ECE,Tier-3,7.67,1,7.3,3.5,35.4,9.2,5.2,1.4,0,1,3,2,0,2,0,
ME,Tier-1,8.59,3,5.6,4.8,43.0,7.7,6.3,4.1,1,1,2,0,0,2,1,19.86
IT,Tier-3,7.83,2,6.2,6.1,50.5,7.2,4.9,4.0,1,1,0,0,0,1,1,16.73
ME,Tier-1,8.22,2,6.3,2.6,48.1,5.5,5.7,4.1,1,3,3,0,0,0,1,17.26
CSE,Tier-2,5.83,0,6.0,8.1,73.9,5.9,7.1,2.7,2,3,3,0,0,1,1,18.05
Chemical,Tier-3,7.76,1,5.1,6.2,75.3,4.4,2.3,0.9,1,3,1,2,0,0,1,15.93
ECE,Tier-3,8.06,2,1.9,5.2,84.0,6.1,2.2,3.3,2,3,1,0,2,0,0,
Chemical,Tier-1,8.76,0,7.4,5.1,60.3,3.9,5.0,7.1,3,4,0,2,0,1,1,23.27
Chemical,Tier-2,6.34,0,5.9,9.9,69.2,3.1,8.8,3.6,1,1,1,0,0,0,1,18.87
CE,Tier-2,7.38,0,7.2,4.9,55.4,7.5,4.9,5.0,2,3,1,0,0,1,1,20.55
CSE,Tier-3,7.12,0,4.9,8.6,59.2,4.0,6.9,8.1,2,5,2,1,2,2,1,21.36
EE,Tier-2,8.7,1,4.3,6.7,63.2,7.9,6.7,7.8,2,1,2,0,0,0,1,21.64
IT,Tier-3,8.34,0,2.8,6.8,78.3,4.9,6.0,2.7,0,4,3,1,2,1,1,14.9
ME,Tier-3,6.04,1,5.8,9.7,74.9,6.9,5.9,5.1,1,4,2,2,0,1,1,18.35
CSE,Tier-1,7.56,0,5.2,4.9,79.0,6.6,2.1,5.4,3,3,1,3,1,1,1,20.23
IT,Tier-3,6.0,2,8.9,4.3,62.3,4.5,5.8,3.7,1,1,1,0,0,3,0,
CE,Tier-3,6.54,2,8.4,6.0,62.5,5.5,4.5,0.2,3,2,1,1,2,1,1,19.76
CSE,Tier-2,6.3,3,6.3,4.3,56.1,6.6,3.8,5.0,0,3,0,0,0,0,1,15.04
Chemical,Tier-2,7.49,1,2.5,8.7,84.1,5.9,0.8,6.9,0,3,0,0,0,2,1,15.06
Chemical,Tier-2,6.51,2,7.7,3.9,45.4,4.2,5.2,5.2,0,2,0,0,1,2,1,16.22
ECE,Tier-2,8.27,2,4.4,2.8,43.5,4.7,3.0,3.2,1,2,2,0,0,1,0,
CSE,Tier-2,5.72,0,3.8,5.7,64.4,8.8,4.5,4.8,2,3,0,1,0,1,1,16.79
EE,Tier-3,7.42,0,3.2,5.9,61.4,4.1,3.9,5.5,2,2,0,2,0,1,1,18.29
ECE,Tier-2,7.85,0,6.1,5.6,76.0,4.9,3.4,7.9,0,1,3,0,1,2,1,15.95
CSE,Tier-2,6.16,0,6.5,3.7,53.2,6.6,3.7,3.1,2,4,3,1,0,0,1,17.48
IT,Tier-2,7.04,0,5.0,7.7,70.8,2.8,3.7,2.6,1,2,0,0,1,2,1,16.32
Chemical,Tier-2,5.05,1,6.1,5.1,75.6,5.7,6.6,2.5,3,4,0,1,1,0,0,
ECE,Tier-2,8.63,1,6.1,6.3,43.6,3.7,4.4,5.2,0,2,0,3,0,0,1,15.74
IT,Tier-3,6.32,0,8.5,4.9,77.2,6.4,6.2,5.0,3,5,2,1,1,0,1,20.1
CSE,Tier-2,8.15,0,2.2,6.1,48.8,5.0,5.8,4.8,1,2,1,1,0,1,1,18.0
ECE,Tier-3,7.33,1,5.0,7.6,71.1,7.0,3.0,3.5,0,2,2,1,1,1,1,16.64
CSE,Tier-3,8.26,0,6.8,2.1,39.9,7.3,1.8,1.2,0,5,3,0,0,3,1,11.65
CSE,Tier-3,7.26,1,5.1,3.8,70.8,3.5,7.9,1.8,1,2,1,0,0,1,1,13.39
CE,Tier-3,6.67,0,6.4,3.6,64.7,2.8,7.4,7.5,1,2,2,1,0,0,0,
IT,Tier-1,5.53,0,5.9,5.5,68.5,4.3,0.2,4.7,1,0,0,0,0,1,0,
ME,Tier-3,7.22,0,5.0,4.7,67.1,4.8,3.3,1.3,1,3,3,2,0,1,0,
CE,Tier-2,6.81,2,5.1,1.7,77.8,7.6,6.3,2.2,1,4,0,1,0,2,0,
ECE,Tier-3,6.44,3,7.7,7.1,67.2,5.2,2.9,1.3,1,2,2,1,0,2,1,16.77
EE,Tier-3,8.09,1,4.5,5.9,59.0,7.8,5.4,4.5,0,3,1,0,1,0,1,16.36
ECE,Tier-2,7.89,1,5.4,4.0,67.3,7.2,2.2,3.2,3,2,3,0,2,0,1,17.84
CSE,Tier-2,6.45,0,6.7,4.8,68.7,5.6,9.9,1.0,0,1,0,2,1,2,0,
CSE,Tier-3,6.97,0,6.6,5.1,74.3,6.6,6.4,2.4,2,1,1,1,0,1,0,
CSE,Tier-3,7.02,0,7.0,5.8,45.7,6.6,8.2,4.1,1,0,0,1,0,1,1,18.11
ME,Tier-1,8.48,2,7.0,6.0,75.6,4.7,4.8,2.3,1,2,0,2,0,3,1,19.94
CSE,Tier-2,8.43,1,5.8,3.3,61.0,4.2,6.2,4.6,2,2,0,1,2,0,1,18.22
IT,Tier-3,6.72,0,5.0,3.5,70.9,6.8,5.7,5.3,3,0,3,2,2,0,1,14.07
Chemical,Tier-1,7.09,1,4.0,6.3,71.8,5.5,4.0,0.7,0,0,2,0,1,0,1,15.51
CSE,Tier-1,7.74,0,5.3,7.0,51.4,6.4,3.4,4.5,3,3,1,2,0,1,1,22.69
ME,Tier-1,6.7,0,7.2,6.7,70.9,6.7,2.4,6.4,1,2,2,0,1,1,0,
ME,Tier-2,7.87,0,5.2,4.0,61.7,7.3,6.3,2.8,2,1,2,3,0,0,0,
Chemical,Tier-3,6.51,0,5.6,3.3,74.3,5.7,2.1,3.7,1,1,2,0,1,0,0,
CSE,Tier-2,7.2,1,5.3,4.7,78.5,5.4,8.6,3.0,0,2,2,0,1,2,1,16.62
EE,Tier-1,6.58,0,5.8,1.9,75.2,6.1,7.0,3.8,0,5,1,1,0,1,0,
ECE,Tier-2,6.18,0,5.3,4.3,73.8,6.2,4.3,6.1,0,4,0,0,0,1,1,15.46
ME,Tier-3,7.26,0,5.9,5.1,70.7,7.7,5.0,4.0,3,1,1,0,1,2,1,19.04
CSE,Tier-2,8.43,0,5.9,5.9,61.4,4.5,1.7,3.1,1,3,2,2,1,1,1,16.16
CSE,Tier-3,6.07,0,8.1,5.1,46.4,6.1,2.9,0.0,0,2,1,0,0,1,0,
CSE,Tier-3,8.73,0,6.1,6.6,77.1,5.7,2.2,3.8,1,1,3,0,0,0,0,
CSE,Tier-2,7.91,0,6.1,6.7,69.5,4.6,3.5,4.6,1,4,4,1,0,2,1,16.43
ECE,Tier-3,7.25,1,5.4,4.4,91.7,7.3,4.4,1.6,0,1,1,0,0,2,1,9.69
EE,Tier-3,6.96,0,8.9,5.1,64.1,3.7,1.7,6.5,0,1,3,1,0,0,0,
EE,Tier-1,7.02,0,5.5,7.4,42.1,5.7,5.4,6.2,0,3,1,2,0,1,1,18.64
CE,Tier-3,7.78,0,1.3,3.4,63.8,8.2,7.1,2.5,2,2,3,0,0,2,0,
CSE,Tier-2,7.38,0,5.6,3.3,54.7,6.2,2.7,4.4,0,4,1,2,2,1,0,
CSE,Tier-2,6.74,0,8.1,5.7,52.4,7.6,6.3,6.7,0,1,1,0,0,2,0,
IT,Tier-3,5.88,1,6.4,7.2,76.5,5.4,5.6,3.1,2,5,1,0,0,1,1,20.13
ECE,Tier-3,9.43,0,7.5,2.1,83.4,7.9,1.6,5.4,1,4,1,0,0,1,1,15.38
Chemical,Tier-3,8.61,0,3.9,6.1,69.9,6.9,3.7,4.2,1,1,2,1,0,1,0,
IT,Tier-1,7.63,0,5.6,3.4,58.5,6.4,8.0,5.7,1,2,2,2,1,1,1,20.34
CSE,Tier-3,6.76,0,6.9,5.0,65.9,8.7,8.0,5.2,2,3,2,1,0,2,1,19.34
IT,Tier-3,6.85,0,4.9,3.5,47.1,4.9,3.9,3.1,0,1,2,2,0,1,1,12.72
EE,Tier-3,8.76,0,7.1,7.8,89.9,8.2,5.5,5.0,1,3,0,0,0,2,1,21.98
EE,Tier-3,7.06,0,6.5,9.0,96.3,8.2,3.3,4.1,0,0,3,1,0,1,1,17.37
IT,Tier-2,6.14,1,6.4,6.0,71.1,6.4,6.3,3.4,1,0,2,1,1,2,1,16.44
ME,Tier-3,5.6,0,5.2,8.1,82.8,5.2,1.8,5.9,0,3,1,3,0,2,1,13.25
EE,Tier-3,6.35,0,5.4,7.8,67.6,5.9,6.4,4.2,2,4,0,2,1,1,0,
EE,Tier-3,7.14,0,5.6,4.8,53.1,4.0,5.5,5.4,1,2,1,0,0,3,0,
IT,Tier-2,7.03,0,7.0,6.9,59.0,4.6,5.2,3.8,2,1,2,0,1,0,1,18.83
EE,Tier-3,7.37,1,7.2,5.3,68.0,6.6,4.6,3.5,1,4,3,0,1,3,0,
CSE,Tier-3,5.33,0,5.9,5.7,58.0,6.5,3.8,5.7,0,1,1,3,0,0,0,
ECE,Tier-3,5.69,1,5.8,5.8,65.6,5.2,3.5,5.4,1,3,2,2,0,0,1,12.39
Chemical,Tier-2,7.83,2,5.6,5.5,68.7,4.2,3.4,2.3,1,1,4,1,0,0,1,16.52
CSE,Tier-3,8.16,0,7.5,4.7,72.3,7.5,6.8,4.2,3,1,1,0,0,2,0,
ME,Tier-2,5.59,1,7.7,6.3,70.7,5.2,0.7,2.8,1,2,3,0,0,2,0,
ECE,Tier-2,6.72,0,6.9,6.1,69.1,4.7,3.4,1.8,3,3,2,1,1,0,1,18.82
CSE,Tier-1,8.15,0,4.7,4.5,49.7,5.4,2.0,2.0,0,1,1,1,1,0,1,15.89
